tier,division,summonerName
BRONZE,I,BkuVHrtBaFMt4Gxc2kdwrW2DhEPbVCCcA2kqZHyQ4sFznnF63YYdyQuY6Ih0qJ13CRsHXsEq8vSPSQ
BRONZE,I,5hkxG_esoyexWAJp8JBBY2TaITuBB6ZFO2cPTf5K8gA4Hkm1IAlz_UnWRy2qIodk2PJzdFDl9GqElg
BRONZE,I,LJOemSBzuLXyYOdhH4BPJQh5CCWCC1LOc5S-Ig26GDtNDzLTWRz3rr6WMPQnQHy-yFSwHWCOcnETZQ
BRONZE,I,n7AA1J1IMlJ21cYgAZmjYfSeJwCb4uSDUY8QpY8ER4XH8WR3TTflcHsgM_5bS1iXL2smgzMxHEb4RQ
BRONZE,I,0waRCRAbJLKP2MPwfWplOP5r4HOj2u3CGQUrL_9wWEmlY8Y-LsoPzz07oZtHsBGhKEpEpb71wNOTuQ
BRONZE,I,JOo6YSf1DBXzWtwlg9R18iZnBeznVWyuQfXRyAPDsPO-Qz6y_Nyc0wfqypchfMYOS9w5AQb5F4h8pg
BRONZE,I,UZjiWVk4rBvDpdva38T1UFFq_GK7yy73P0Mrsvbryec5n_j4cTRlUh-WZeLuRSoP7iUwNsFuuKLWTQ
BRONZE,I,oRacPCp5R2doyf0dCYizu2k8iwKsWPeft7ABOHTm5V3_TVBwCLflTchJzd9Xg7WUyrs_SiuMA73v1Q
BRONZE,I,pVz4DIE-RlL-LjzJu2U4O3hUTzltj_Mb3ibJ0LLkbHg4FjMxymcR8NAp3T-TZanZUA9VLI3RzWa7DA
BRONZE,I,xh8xAqHSwv39CuS0pPTwZWANqTVLI3m7zwoZKbqRsAJRxB6qe7gyRgZaIgWJA4j6jKvO7WWo1c3iRA
BRONZE,I,a3t7YzeDkCC2lHvkyg4HlzWLLrxN0fV5ThV8T76GBB3GKhOfF8cu_2ObH1J40M63nN6bBuq1y1-DgQ
BRONZE,I,jP52L5kHi4pqMrkueJWM4sXlVBGL3Yprdfomg9g_SSCJz4I8SayO_4gt9qYSp7eNFHH0Q9lQDpksiw
BRONZE,I,mmWznmbJiVeQWIqqu5dEsxofCm5JgDqI_iFUemyOMJCW3OSHmf_rRyizEcRoB9vfFTLWlGVhfjJX5w
BRONZE,I,uLv1vCEk8QxSgVluKug_Fq5OVeIz_BwhcHuz6KO4W0r7VOgC1NgwXybltkSAZSyqLFiHbOUVHveJcA
BRONZE,I,TlMkI2GJxtxvEkshSuYH-RkXJHQfQrJAWwU58XzwCxIlMusm9Q7jxHpn-GusZLFR7pOG2aiwrHtv5A
BRONZE,I,L7ZC9U6orRFHD-FZ4DB8dWJZ8kjg9TPJ7m7JButLqbr2OuZtc8FqcDJVkwnba-sTWZ7SmNA5HNu1rA
BRONZE,I,mc4yM_Y_VC_e3dY8Fgbm_XWZnFdi-vgq0PeFUKhvFBX8HPfzGAKIoAEQaNWUr501aufSZxcjCMT7aw
BRONZE,I,VIT1R7vYOaXF3arvHC_dBk0w8rcetZ8PP2bKHGcz08p115DFYcyT4-bgydExGG-vn9pt65yAteyFaQ
BRONZE,I,VbHUBIAwmqQHNro5yprDjZORmzwoKiQkODNwGuUI79AE-FhYbHC67Ej_mH-XbK6tGdJLzSF11mvwsg
BRONZE,I,pPVid0MK__XnA8Vs4EenICIspGpQOMFEykqInQdnIOFW3d932BjHo0Odx0RbaZR9C2ReDz_Otcd70g
BRONZE,I,mjd_TVwPX2U4V_kLJLHyWnam_VybH_Sj93pWEUJryiukOWsSG8bCdeqmJ9atIGQP9qKve3JeMu6Ehg
BRONZE,I,DQFEJ9x9J5HbZvwmnh6R5tRNVFANa3xH0JXEYJoeRJLw_ouCgzMH2LtX0tgbkMZjw7uNqFQEfNKvfw
BRONZE,I,HLmcPAY65VR3Ku4sXX2rE7f_v2NhmDSfVmh6-Dsf9h_jJPTU7LfcBlV0RtF5gf-L2C-GPcpamyyqRA
BRONZE,I,5riERDcwC6oeMwiWEWpzNzN4Bz2u2sbk6trzHN26yTM8fMf_j4XdfuvY1k4WxcgyHs4SlXTyD17Cvw
BRONZE,I,DZCLw3P41BSWwkOYLx3n2mmE_ZPmgQmnJkgmVGY_Tm7jEBgF7WEt4JXKKVrICEEtGexRN_3Tp5RStA
BRONZE,I,af2zg8c21CNq_J1yy_h4eMFOULNWWrpiFVf4rcWyh0xVWE46MvVtrfOzAkZLnq0jToqTBsr6vfvyXg
BRONZE,I,ZOZDyxWwrU89lF2g92dmESb-Vwu5HACiqrL_oOQBqGUaB-OqVBpSnIBY5ScS-Zhvl5EUzKMJPSgK0A
BRONZE,I,1ncIgYx0332biKzuhPvhgE1HVaCwdHXXE5YXzuQOGQe4olEFRUTCWwLv-6gJyGfuoXn8BA7nJFroEg
BRONZE,I,SJs23RFdfAv5WExHquQYvzLK51_lQiIuDtGKSjrSp_oleGwzsHJbUIjqz637umoVqVgm7uEdpft2fw
BRONZE,I,lEHNiG0l7sLfmijGWibhzM_v9FRMQiEMVXLdiwonzWYwpLMoZK8I5A-ENyk70nW4f5QboDVXUZd_jQ
BRONZE,I,-i0NWiznP9pBRh-Eew71-CVfRpWlDSXh4RPFRvnk_OnTSS-aHS_SfB4ec2MLg2sL0H-4SBNmVZoOLA
BRONZE,I,Gn4cEEgE-ocbkCb4GfjmZB2YUf23cXOGkhhHpaIfGkq7KAOV0jr0f9xyf2XoRvcqCYTDF6zpkzs7eQ
